carat_band,rows,mae,rmse,r_squared,mape_percent
"(0.199, 0.39]",1383,72.3115378873499,89.70347263379868,0.8095018658679576,10.449126349339064
"(0.39, 0.7]",1367,126.12408798478141,178.28216964252886,0.9166078060484473,8.454013205494117
"(0.7, 1.05]",1305,274.6908502870659,388.9558253459853,0.9502887166279081,6.824788266605293
"(1.05, 4.0]",1339,715.5669388842059,1043.5622006984725,0.9354305431232992,7.871502789368268
