model,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_r_squared_mean
hist_gradient_boosting,574.1499128376028,32.57818103475498,299.89295747303333,0.9794035638833652
random_forest,594.7283311961808,27.048705538588035,298.883543207725,0.9779193155420463
log_target_ridge,921.8108130569929,81.04714913333639,443.55546400977244,0.946723671023329
linear_regression,1128.547144575049,31.882418149299895,742.0371098008187,0.9205280315349922
median_baseline,4293.9193898786925,49.744223503599486,2815.6582851928174,-0.14968867258582808
